Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Cayman Islands,CYM,Agricultural land (sq. km),AG.LND.AGRI.K2,,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,
Cyprus,CYP,Agricultural land (sq. km),AG.LND.AGRI.K2,,4040,4020,4050,4030,4020,4000,4010,4010,3990,3980,3960,3940,3942,2870,1803,1779,1761,1743,1725,1715,1759,1820,1830,1820,1628,1632,1624,1614,1614,1606,1592,1596,1587,1434,1431,1432,1422,1442,1442,1415,1400,1400,1540,1560,1670,1570,1472,1156,1276,1145,1163,1169,1088.3,1089.8,1266.8,1093.9,1214.2,1324.469,1253.284,1276.48,1216.063,1230.403,1289.963,,
Czechia,CZE,Agricultural land (sq. km),AG.LND.AGRI.K2,,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42820,42840,42800,42800,42800,42840,42820,42800,42780,36520.6,36684.2,36313.9,36054.9,35659.5,35967,35716.1,35458.7,35239.2,35040.4,35258.9,35210,35160,34940,34880,35210,35230,35236.59,35238.71,35297.97,35304.23,35344.14,,
Germany,DEU,Agricultural land (sq. km),AG.LND.AGRI.K2,,193750,193930,194020,194580,195340,195310,194120,192850,192540,190230,189520,189490,188970,188210,187920,187580,187090,186590,185940,185190,184610,183960,183300,182840,182440,182080,181250,180970,180560,180320,171360,169510,171620,173080,173430,173370,173270,173730,171520,170680,170340,169670,170010,170130,170310,169460,169500,169210,168860,167000,167190,166640,166970,167250,167310,166590,166870,166450,166660,165950,165910,165950,165860,,
Djibouti,DJI,Agricultural land (sq. km),AG.LND.AGRI.K2,,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,13010,12990,13365,13715,14015,14015,14516,14816,15016,15016,15516,16016,16816,17016,17017,17017,17017,17020,17022,17019,17020,17023,17028,17028,17028,17028,17028,17028,17028,17028,17028,17038,17038,17038,17039,,
Dominica,DMA,Agricultural land (sq. km),AG.LND.AGRI.K2,,170,180,180,180,180,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,180,180,180,180,180,180,180,170,170,170,170,190,210,220,220,220,220,220,220,220,220,230,250,250,250,250,250,250,250,250,250,250,250,250,250,250,,
Denmark,DNK,Agricultural land (sq. km),AG.LND.AGRI.K2,,31600,31410,30880,30680,30330,30270,30230,30170,29910,29750,29510,29560,29860,29320,29370,29330,29270,29210,29200,29050,28970,28870,28460,28550,28340,28190,27980,27870,27740,27880,27700,27560,27390,26910,27260,27160,26880,26720,26440,26470,26760,26650,26580,26460,27070,27100,26630,26680,26340,26260,26900,26240,26280,26526.31,26338.99,26251,26313,26325,26259.65,26199.87,26180,26240,26210,,
Dominican Republic,DOM,Agricultural land (sq. km),AG.LND.AGRI.K2,,21900,22050,22200,22350,22500,22650,22800,22900,23300,23350,23440,23700,24050,24250,24550,25100,25400,25650,25900,26200,26250,26300,26300,26300,26300,26370,26370,26370,26270.833,26171.667,26072.5,25973.333,25874.167,25775,25675.833,25576.667,25477.5,25378.333,25249.167,25150,25150,25150,23686.794,23228.812,23329.288,23006.703,23138.457,22697.484,23248.029,22977.653,23196.591,23031.32,24191.334,24285.596,24201.612,25037.114,25307.874,25781.129,25882.924,25219.321,25260.934,26361.485,26679.089,,
Algeria,DZA,Agricultural land (sq. km),AG.LND.AGRI.K2,,454710,449000,445100,441640,441670,441670,442510,442030,442030,442160,454330,453960,443040,443360,437530,440210,438320,438430,438200,438300,391710,391070,392820,396100,390510,386880,387790,388170,387600,386760,386220,388650,388620,396400,396490,396360,396900,398260,397310,400210,401090,398550,399057,411450,412110,411810,412520,413090,413800,413740,413880,413981.9,414316.35,414310,414564,413602,413351.408,413388.496,413160,412880,412770,413264,413447,,
East Asia & Pacific (excluding high income),EAP,Agricultural land (sq. km),AG.LND.AGRI.K2,,5620108.667,5654922.591,5692559.704,5729417.983,5773886.275,5816061.3,5858868.801,5902272.676,5953705.77,6007091.719,6050268.3,6111979.172,6178491.746,6260185.174,6319148.767,6238886.568,6315023.731,6384619.077,6430301.78,6486093.171,6548903.501,6655544.767,6769101.766,6882306.2,7032687.5,7122341,7213627,7288705,7362910,7435235.65,7464162.03,7467426.67,7468886.17,7511564.57,7522147.55,7530149.86,7639917.84,7647157,7673948.73,7689016.8,7710190.144,7724458.619,7582453.983,7596865.864,7609025.894,7640605.875,7664037.555,7680737.006,7696567.928,7697301.432,7703619.406,7700786.859,7702957.366,7697288.937,7711647.041,7708994.018,7702528.423,7707309.903,7706972.974,7706478.785,7712388.7,7708017.311,7654830.864,,
Early-demographic dividend,EAR,Agricultural land (sq. km),AG.LND.AGRI.K2,,11580540.15,11574405.92,11561522.98,11550305.95,11543872.12,11543670.26,11541259.64,11545974.37,11527739.95,11535899.47,11544781.46,11592516.43,11620034.25,11633238.13,11643931.79,11655002.25,11678764.25,11707827.3,11746902.96,11752573.91,11727293.99,11760570.26,11777515.24,11886884.23,11980912.71,12064555.05,12193127.86,12267185.92,12358649.69,12429546.04,12439516.21,12447320.98,12859568.3,12951347.5,13047709.46,13131693.26,13219469.31,13318270.47,13410509.65,13419067.79,13448064.71,13462018.57,13463108.18,13497477.05,13343396.84,13356840.9,13375491.31,13294408.35,13278560.78,13281875.52,13279665.85,13281781.17,13275428.78,13251385.88,13271914.66,13262701.79,13251354.15,13258435.94,13271489.68,13343370.22,13359794.16,13355126.74,13326182.91,,
East Asia & Pacific,EAS,Agricultural land (sq. km),AG.LND.AGRI.K2,,10601458.41,10658017.21,10723040.79,10786591.38,10874611.77,10923597.42,10991722.59,11274673.72,11296358.68,11175366.71,11277677.25,11345131.74,11391910.1,11497869.31,11552860.19,11488155.27,11470836.72,11588126.35,11604187.33,11685096.01,11752748.62,11805452.17,11848681.45,11988128.17,12139506.75,12046157.54,12160680.82,12244846.11,12267913.39,12311001.32,12321033.16,12354142.13,12294262.06,12424970.66,12375333.99,12399166.59,12476455.49,12497795.66,12420418.46,12451207.83,12472402.45,12397471.74,12178182.64,11746432.11,11909534.32,11927863.78,11842375.55,11766645.58,11732733.09,11653263.58,11856067.03,11761228.41,11608993.67,11629472.54,11376346.04,11316829.41,11602419.21,11475713.48,11509196.95,11439277.15,11522391.46,11505435.17,11448691.2,,
Europe & Central Asia (excluding high income),ECA,Agricultural land (sq. km),AG.LND.AGRI.K2,,4071472,4072782,4080012,4079202,4079312,4081222,4079422,4082392,4092762,4088062,4089122,4093982,4093312,4088482,4084402,4083762,4085362,4085572,4094072,4090952,4091272,4077032,4072262,4081242,4086402,4089922,4099362,4097782,4104052,4101962,4105922,4104292,4106516,4108900,4061116,4044428,4046025,4044909,4044317,4048137,4043152,4031518,4018530,4012248,4004586,3991680,3972125,3959377,3951059,4002816,3988894,3995302.25,4000096.8,4008682.85,4010508,4015577.25,4018387.31,4018251.56,4003779,4008675.05,4011917.1,4006834.5,3999084.032,,
Europe & Central Asia,ECS,Agricultural land (sq. km),AG.LND.AGRI.K2,,8619455.32,8618657.32,8619762.32,8611844.32,8604091.32,8602106.32,8598310.32,8592330.32,8602094.32,8575157.32,8555206.32,8552603.32,8544531.32,8534784.32,8524587.32,8518130.32,8516819.32,8516476.32,8519669.607,8509583.886,8505118.202,8488908.714,8472348.37,8479049.882,8479941.844,8479359.337,8486652.278,8479591.361,8479685.586,8470073.623,8451683.46,8440236.108,8403943.896,8390382.823,8313483.81,8291139.115,8304980.611,8290356.174,8280137.011,8265184.495,8235005.076,8197398.646,8162478.079,8142799.149,8130249.721,8106856.577,8063701.376,8059555.263,8037178.083,8072390.857,8048063.956,8045282.655,8046707.691,8038523.718,8037328.625,8034785.461,8038062.699,8031710.06,8031182.642,8012632.988,8012897.729,8007972.73,7979615.185,,
Ecuador,ECU,Agricultural land (sq. km),AG.LND.AGRI.K2,,47100,47100,47200,47200,47300,47300,47400,47350,47950,48550,49150,49750,50350,51680,53850,55550,58350,60050,61900,64780,67590,69600,70950,72550,74200,75800,77210,77260,77530,78460,79140,79530,79750,81290,81080,79870,80120,80270,80750,80660,77850,74900,72500,75270,75000,74440,74120,74450,75344,74977,73461,75069,75130,54750,57890,55160,55900,54480,53300,54200,54700,53480,53500,,
"Egypt, Arab Rep.",EGY,Agricultural land (sq. km),AG.LND.AGRI.K2,,25680,25050,24900,25060,26720,27800,28010,28010,28350,28430,28520,28550,28550,28430,28250,27300,26350,25400,24470,24450,24680,24452.4,24347.4,24582.6,24970,25670,25470,25810,25710,26480,26430,29962.8,30151.8,30126.6,32830,31764.6,32449.2,32596.2,34830,32910,33380,34240,34090,34780,35230,35330,35380,35420,36890,36710,36200,36960,37309.7,37151.9,37898.771,37337.654,38369.688,38630,39220,39710,40310,40580,40580,,
Euro area,EMU,Agricultural land (sq. km),AG.LND.AGRI.K2,,1544010,1543441,1540941,1535435,1531808,1528782,1528404,1520710,1523038,1508486,1488650,1483959,1478225,1475426,1470332,1465042,1463809,1464168,1459799,1453892,1452396,1451280,1440856,1438292,1435881,1432743,1430857,1423048,1422023,1415767,1394691,1389414,1384929,1381513,1365738,1363202,1357293.4,1352508.8,1351458.2,1336468.4,1320047.2,1310350.2,1299805.1,1293838.1,1295877.9,1280885.6,1269013.2,1276480.2,1266864.2,1262457,1250927.7,1247451.2,1243732.5,1227524.2,1226188,1219905.22,1219269.706,1213510.967,1221775.692,1210284.789,1208549.318,1213753.024,1193175.009,,
Eritrea,ERI,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000,74060,74070,73380,73600,74670,74670,75300,75320,75320,75670,75000,75220,75720,75720,75720,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,75920,,
Spain,ESP,Agricultural land (sq. km),AG.LND.AGRI.K2,,332300,332320,331370,327530,326940,321560,323820,321590,325270,321190,326840,325680,322800,320780,319210,315160,315900,314780,313550,312380,312060,311910,307910,306280,307120,306100,306010,305780,307010,304720,303710,302790,300330,301830,297190,301390,300590,299580,297780,297660,295200,294190,291530,290710,291640,286130,280040,281420,279700,275450,270140,269420,267332,265780,265765,262657,262955.3,261833.239,262066.906,261426.381,262284.464,266633.633,247726.62,,
Estonia,EST,Agricultural land (sq. km),AG.LND.AGRI.K2,,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13740,13200,11010,9910,10050,10230,10430,10010,9860,8900,6982,8287,7704,8819,8985,9146,9068,9318,9488,9460,9559,9650,9740,9930,10030,9820,9850,9884,9850,9870,9860,9880,,
Ethiopia,ETH,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305400,304720,305000,305000,304920,304490,305570,305340,305590,304980,316070,331010,335910,342190,350770,345130,349850,356830,363252,364880,367817.46,369552.44,372046.83,373645.94,375401,379030,381900,384761,387703.41,384569.33,384569.33,,
European Union,EUU,Agricultural land (sq. km),AG.LND.AGRI.K2,,2080860,2079011,2073371,2066875,2060348,2056932,2055014,2047430,2047348,2032066,2011540,2005279,1998735,1994596,1989182,1983652,1981599,1981218,1975589,1968782,1965526,1963930,1952806,1950622,1946711,1942913,1940937,1932368,1927253,1920957,1898901,1889924,1885079,1881093,1864448,1860532,1854063.4,1848208.8,1846678.2,1826719.4,1804636.2,1780579.8,1762696.3,1751354,1750504.8,1733196.1,1711879.2,1719884.3,1709564.9,1694173.2,1684479.1,1675265.1,1671303.3,1654751.21,1652680.49,1643015.42,1642336.406,1637289.867,1649591.932,1628770.095,1626281.174,1624547.374,1608329.609,,
Finland,FIN,Agricultural land (sq. km),AG.LND.AGRI.K2,,27657,27851,28065,28256,28415,28594,28734,28861,27655,27242,27037,26137,25821,26054,26138,26119,25976,25851,25675,25360,25167,24877,24504,24257,24084,23934,24080,23732,23858,23930,24248,24065,23837,24119,22440,22180,21500,21920,22014,22180,22220,22360,22460,22530,22738,23008,22949,22964,22965,22919,22866,22851,22585,22671,22734,22750,22700,22720,22740,22700,22680,22660,22620,,
Fiji,FJI,Agricultural land (sq. km),AG.LND.AGRI.K2,,2270,2270,2280,2280,2230,2230,2210,2190,2210,2210,2210,2300,2350,2400,2450,2600,2700,2800,2850,2900,3000,3100,3200,3300,3450,3500,3650,3800,3950,4100,4240,4182,4124,4066,4008,3950,3892,3834,3776,3718,3660,3602,3544,3486,3428,3370,3312,3254,3198,3191,3184,3177,3170,3163,3156,3149,3142,3135,3128,3116,3116,3116,3116,,
France,FRA,Agricultural land (sq. km),AG.LND.AGRI.K2,,345390,344400,343540,341090,340010,338460,336290,331780,331730,324950,326230,325150,324600,324420,323570,320210,319100,319610,318340,317220,316870,316460,315650,315080,314420,313950,313530,308300,307409,305928,304849,303843,302913,302049,301502,300963,300396,299800,299291,298074,297133,296107,295346,294584,293904,293127,292061,291101,290199,289263,288786,288448,287737,287665,287269,287180.21,286974.99,286601,285188.491,284186.56,284251.539,283885.926,282972.45,,
Faroe Islands,FRO,Agricultural land (sq. km),AG.LND.AGRI.K2,,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.32,965.24,965.01,965.01,964.93,964.93,964.93,964.93,965.39,965.39,965.39,965.39,965.39,965.39,965.39,964.1,963.95,964.03,964.03,964.03,964.18,964.18,963.5,963.5,963.35,963.35,960.7,960.7,960,960.7,,
"Micronesia, Fed. Sts.",FSM,Agricultural land (sq. km),AG.LND.AGRI.K2,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
Gabon,GAB,Agricultural land (sq. km),AG.LND.AGRI.K2,,16773.8,16923.8,17073.8,17223.8,17373.8,17523.8,17673.8,17823.8,17973.8,18123.8,18323.8,18473.8,18673.8,18823.8,19013.8,19363.8,19593.8,19813.8,19833.8,19853.8,19873.8,19893.8,19913.8,19933.8,19953.8,19973.8,19993.8,20013.8,20033.8,20053.8,20115.42,20177.04,20238.66,20300.28,20361.9,20423.52,20485.14,20546.76,20608.38,20670,20720.59,20771.18,20821.77,20872.36,20922.95,20973.54,21024.13,21074.72,21125.31,21175.9,21294.72,21413.54,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,21532.36,,
United Kingdom,GBR,Agricultural land (sq. km),AG.LND.AGRI.K2,,198000,197790,197470,197030,195850,195500,195540,194260,193800,188490,188430,187560,186960,186380,185830,185680,184900,184780,184520,184690,183200,182810,182160,182020,181680,181300,181160,184230,183060,182030,181430,180700,175340,174090,173790,174940,175850,175180,172190,169640,169530,169760,169560,170510,169560,178380,176470,176840,173250,172240,171640,171820,172502,172320,171380,173499.818,174661.525,173508.616,175212.961,172592.981,172151.41,174145.186,170094.506,,
Georgia,GEO,Agricultural land (sq. km),AG.LND.AGRI.K2,,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,32290,31280,30970,30480,30350,30370,30450,29990,30000,30030,30040,30060,24920,25200,25180,25170,25140,24980,24600,24424,24350,24861,24160,24181,23940,23848,23742,23726,23779,23799,23839,23719,,
Ghana,GHA,Agricultural land (sq. km),AG.LND.AGRI.K2,,117000,117000,117000,117000,117000,117000,117000,117000,117000,117000,117000,117000,117000,117000,118000,118000,118000,119000,119000,119000,119000,120920,120840,122760,123680,123600,124520,125440,125360,126280,127200,127200,128000,129000,131000,133000,135826.95,129852.107,130595.504,127655.201,128980.308,130504.795,125911.292,118695.739,121195.796,120437.923,124722.52,120047.607,123104.654,124004.38,123078.457,123503.384,124630.761,123746.548,124155.145,123579.422,120839.639,122175.416,124799.743,126037.4,126037.4,126037.4,126037.4,,
Gibraltar,GIB,Agricultural land (sq. km),AG.LND.AGRI.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural land (sq. km),AG.LND.AGRI.K2,,138570,138530,138430,138400,138415,138530,138588,138576,138443,138447.5,138582.5,138632.5,138639.7,138600.9,138612.2,138720,138668.5,138632.93,138845.26,138851.38,138833.08,138808.35,138915.68,139004.16,139138.71,138838,138843,139368.45,139281.17,140501.09,139806.33,140200.98,140296.05,140528.45,140426.8,140536.09,140552.53,140656.31,140608.56,140640.57,140624.96,140976.19,141146.26,141199.41,141294.17,142009.015,143301.131,144800.159,143654.275,150599.275,151096.877,155618.124,156498.882,160272.736,162393.15,163426.432,165332.078,167036.823,166872.996,169785.307,173363.621,176792.885,179938.91,,
"Gambia, The",GMB,Agricultural land (sq. km),AG.LND.AGRI.K2,,5240,5250,5260,5270,5280,5290,5310,5310,5330,5340,5370,5420,5470,5740,5680,5670,5740,5810,5700,5630,5850,6060,5870,5730,5730,5800,5850,5980,5780,5820,5820,5480,5470,5570,5570,5570,5570,5670,5670,5060,4840,4910,4710,4780,4850,4960,4960,5660,6220,6440,6440,6440,6440,6440,6440,6440,6340,6340,6340,6340,6340,6340,6340,,
Guinea-Bissau,GNB,Agricultural land (sq. km),AG.LND.AGRI.K2,,4896.7,4896.7,4896.7,4896.7,4896.7,4896.7,4996.7,4996.7,4996.7,4996.7,4996.7,4996.7,5046.7,5096.7,5096.7,5096.7,5106.7,5106.7,5116.7,5146.7,5216.7,5346.7,5446.7,5716.7,5796.7,5466.7,5416.7,5316.7,5686.7,5786.7,5824.5,5824.5,6024.5,6124.5,6208.95,6293.4,6377.85,6462.3,6546.75,6631.2,6715.65,6800.1,6884.55,6969,7053.45,7137.9,7222.35,7306.8,7391.25,7475.7,7560.14,7644.58,7729.02,7813.46,7897.9,7948.454,7948.841,8106.038,8169.532,8249.114,8393.548,8330.244,8405.305,,
Equatorial Guinea,GNQ,Agricultural land (sq. km),AG.LND.AGRI.K2,,1468.5,1448.5,1438.5,1418.5,1408.5,1388.5,1378.5,1358.5,1348.5,1328.5,1318.5,1298.5,1288.5,1268.5,1258.5,1238.5,1228.5,1208.5,1198.5,1178.5,1168.5,1148.5,1138.5,1078.5,1078.5,1078.5,1078.5,1078.5,1078.5,1038.5,1038.5,1048.5,1028.5,1028.5,1028.5,1038.5,1048.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1028.5,1029.8,1031.1,1032.4,1033.7,1035,1036.3,1037.6,1038.9,1040.2,1041.5,1042.8,1044.1,1045.4,1046.7,1048,1049.2,1049.2,1049.2,1047.2,,
Greece,GRC,Agricultural land (sq. km),AG.LND.AGRI.K2,,89100,89020,90210,89910,86780,90900,91130,91430,91440,91550,91550,91600,91430,91410,91180,91150,91120,91750,91810,91800,92060,92060,91820,92090,91840,91800,91770,91790,92150,92220,91640,91670,91600,91700,91640,91720,89850,87820,86700,85290,84380,83430,82520,80800,80050,78630,77530,76570,75600,74890,73960,72830,71530,62010,61990,61360,60535.408,59436.904,58635.662,56246.605,57119.286,53720.386,53720.387,,
Grenada,GRD,Agricultural land (sq. km),AG.LND.AGRI.K2,,220,220,220,220,220,220,220,220,220,220,220,200,200,200,200,200,200,190,190,160,160,160,160,160,140,140,130,130,130,130,120,120,120,120,110,110,110,110,120,120,130,130,120,120,90,90,90,90,100,100,100,80,80,80,80,80,80,80,80,80,80,80,80,,
Greenland,GRL,Agricultural land (sq. km),AG.LND.AGRI.K2,,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2353,2356,2359,2362,2365,2368,2371,2374,2377,2380,2383,2386,2389,2392,2395,2398,2401,2404,2407,2410,2413,2416,2419,2422,2425,2428,2431,2434,2430.7,2430.8,2431,2431.1,2431.1,2431.1,2431.1,2431.1,2431.1,2431.1,2431.1,,
Guatemala,GTM,Agricultural land (sq. km),AG.LND.AGRI.K2,,26460,26580,26700,26820,26940,27060,27280,27400,27420,27550,27670,28000,28430,28750,28880,29300,29930,30050,30160,30500,30670,31040,31190,37850,37850,37850,37850,42850,42850,42850,42850,42850,44820,45120,45120,45120,45744.3,46368.6,46992.9,47617.2,48241.5,48865.8,49490,47230,45620,43154.512,44480,44340,43696,43172,42948,42624,42230,42849,44640,44938,45236,45534,45832,46120,46120,46120,46120,,
Guam,GUM,Agricultural land (sq. km),AG.LND.AGRI.K2,,160,160,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,180,180,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,190,190,180,180,180,180,180,180,170,170,170,160,160,160,160,160,160,,
Guyana,GUY,Agricultural land (sq. km),AG.LND.AGRI.K2,,13590,13590,13590,13590,13590,13640,13640,13660,13660,13710,13710,13740,13760,13760,13780,10586.506,10080.256,9574.006,9067.756,8561.506,8055.256,7549.006,7042.756,7072.756,7072.756,7092.756,7092.756,7092.756,7112.756,7112.756,7112.756,7112.756,7112.756,7112.756,7132.756,7142.756,7142.756,7142.756,7142.756,7152.756,7172.756,7177.067,7181.378,7185.689,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7190,7200,7200,7200,,
High income,HIC,Agricultural land (sq. km),AG.LND.AGRI.K2,,15853424.07,15843119.94,15844541.4,15846166.72,15856575.81,15859501.44,15880613.11,16116979.37,16083885.23,15926692.31,15943212.27,15921309.89,15876530.67,15877886.46,15871976.74,15886523.43,15787850.56,15809005.6,15769730.92,15783916.23,15780066.58,15755043.12,15673238.81,15748232.61,15795331.85,15657985.55,15684256.86,15739883.22,15734779.73,15748296.05,15709483.99,15712052.32,15654966.54,15777808.75,15746142.17,15785782.85,15820965.36,15898270,15847325,15851677.87,15832498.31,15710842.48,15609067.95,15152154.5,15295521.45,15258111.17,15117161.04,15045745.67,14993451.05,14903451.06,15101832.71,15014461.85,14863410.28,14878636.03,14613676.44,14552302.85,14848542.44,14694993.41,14724506.44,14609020.12,14668158.3,14644078.07,14619496.43,,
"Hong Kong SAR, China",HKG,Agricultural land (sq. km),AG.LND.AGRI.K2,,140,140,140,130,130,130,130,130,130,130,120,120,120,120,100,100,90,80,80,90,90,90,90,90,90,90,90,90,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,60,60,60,60,55,55,51,51,51,51,50,51,50,50,40,40,40,40,,
Honduras,HND,Agricultural land (sq. km),AG.LND.AGRI.K2,,29800,29900,29950,30000,30050,30150,30250,30300,30300,30400,30450,30800,30900,30960,31350,31700,32450,32570,32570,32570,32640,32690,32700,32770,32780,32850,32850,32850,33710,33200,33420,33550,35480,35200,34800,34800,33950,33950,33370,29350,29360,30280,31530,31400,31500,31600,31600,31840,31980,32680,33110,33580,33700,33750,33750,34240,34880,35090,35090,35380,35760,35760,35760,,
Heavily indebted poor countries (HIPC),HPC,Agricultural land (sq. km),AG.LND.AGRI.K2,,5177207.58,5182386.52,5197775.15,5209133.56,5216056.89,5221605.42,5226947.38,5241320.85,5249260.58,5252999.74,5273834.91,5282503.39,5287053.07,5289960.61,5306313.43,5312441.546,5324153.226,5339188.916,5346239.806,5355799.386,5374227.096,5384146.046,5396641.986,5413942.471,5434496.476,5454426.92,5458089.945,5471427.6,5477848.885,5498190.279,5518161.194,5540082.431,5954675.478,5980312.401,6016364.685,6046850.746,6079969.013,6096464.381,6134728.077,6161620.39,6187070.04,6206523.486,6240476.945,6259445.748,6339254.88,6365100.82,6400493.861,6422710.53,6463610.78,6510761.015,6548653.479,7708927.561,7756340.181,7787571.136,7824888.166,7843022.387,7873733.548,7917575.724,7938859.519,7959458.717,7981994.035,7995939.514,8007425.064,,
Croatia,HRV,Agricultural land (sq. km),AG.LND.AGRI.K2,,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,24040,22720,23120,23320,19350,19410,20480,20320,11690,11780,11810,11960,11760,12110,12300,12020,12891,12996,13338,13261,13310,15673,15085,15372,15460,14970,14840,15040,15050,14760,14480,14860,,
Haiti,HTI,Agricultural land (sq. km),AG.LND.AGRI.K2,,16600,16650,16700,16750,16800,16850,16900,16950,17000,17050,17100,15840,15830,15830,15830,15850,15850,15950,15950,16000,16000,16000,16000,16000,16000,16000,16000,15990,15980,15970,15960,15750,15750,15950,15900,15900,16900,16900,16900,16900,16700,16700,16700,16700,17700,17700,17700,17700,18163.3,19840,20090,20240,20680,20680,20680,20680,20100,19950,17900,17900,17950,17950,17950,,
Hungary,HUN,Agricultural land (sq. km),AG.LND.AGRI.K2,,70830,70120,69840,69790,69530,69270,69140,69030,68880,68750,68550,68460,68350,67820,67700,67570,67290,66980,66510,66270,66010,65820,65710,65540,65390,65230,65110,64970,64840,64740,64600,61360,61300,61220,61790,61840,61950,61930,61860,58540,58650,58490,58650,58640,58630,58090,58070,57900,57830,53430,53370,53380,52570,52640,52640,52820,53030,52960,52780,49166.726,50436.886,50760.12,50830.46,,
IBRD only,IBD,Agricultural land (sq. km),AG.LND.AGRI.K2,,22755452.97,22828529.89,22892773,22954150.28,23034718.58,23117898.6,23192410.1,23285197.98,23370889.07,23467794.02,23596059.6,23726708.47,23849955.11,23982264.6,24082912.25,24065629.11,24209267.33,24346251.74,24471303.5,24566179.04,24622421.35,24751844.07,24917299.13,25094373.83,25276247.5,25367437.61,25475750.54,25550291.03,25629237.24,25698534.6,25752740.74,25760157.43,25739520.49,25769550.17,25701849.24,25694758.65,25827738.08,25846740.1,25862906.23,25865744.6,25841005.52,25845499.52,25683402.34,25701752.02,25535574.14,25541791.51,25547465,25483659.21,25469907.12,25538833.4,25524347.65,25526993.79,25543674.01,25500425.04,25525000.05,25503378.67,25466465.46,25453840.7,25439106.75,25488423.68,25494618.18,25449468.65,25362117.35,,
